1078	46473	1	1
1079	46484	5	4
1080	46520	6	6
1081	46564	3	3
1082	46587	2	2
1083	46605	5	5
1084	46643	1	1
1085	46654	1	1
1086	46665	1	1
1087	46676	2	1
1088	46693	1	1
1089	46704	1	1
1090	46715	8	7
1091	46773	1	1
1092	46784	1	1
1093	46795	1	1
1094	46806	2	1
1095	46823	1	1
1096	46834	1	1
1097	46845	6	5
1098	46891	13	7
1099	46983	2	2
1100	47000	1	1
1101	47012	2	1
1102	47030	1	1
1103	47042	1	1
1104	47054	1	1
1105	47066	7	2
1106	47115	2	2
1107	47134	1	1
1108	47146	1	1
1109	47158	2	2
1110	47177	1	1
1111	47189	1	1
1112	47201	18	7
1113	47318	8	5
1114	47373	6	6
1115	47420	1	1
1116	47432	1	1
1117	47444	1	1
1118	47456	8	6
1119	47509	1	1
1120	47521	7	5
1121	47572	2	2
1122	47591	1	1
1123	47603	7	6
1124	47652	3	3
1125	47678	1	1
1126	47690	1	1
1127	47702	1	1
1128	47714	8	3
1129	47773	2	2
1130	47791	5	3
1131	47831	1	1
1132	47843	1	1
1133	47855	10	9
1134	47923	2	1
1135	47941	3	3
1136	47965	2	2
1137	47983	12	5
1138	48065	1	1
1139	48077	1	1
1140	48089	5	5
1141	48126	1	1
1142	48138	1	1
1143	48150	2	2
1144	48169	6	2
1145	48213	7	6
1146	48266	1	1
1147	48278	4	3
1148	48310	1	1
1149	48322	3	1
1150	48346	3	1
1151	48370	2	1
1152	48388	1	1
1153	48400	16	14
1154	48508	1	1
1155	48520	1	1
1156	48532	1	1
1157	48544	22	16
1158	48694	1	1
1159	48706	1	1
1160	48718	1	1
1161	48730	1	1
1162	48742	2	2
1163	48760	10	6
1164	48832	1	1
1165	48844	2	2
1166	48863	1	1
1167	48875	2	2
1168	48894	5	3
1169	48932	5	3
1170	48971	1	1
1171	48983	7	4
1172	49035	2	1
1173	49053	3	3
1174	49078	1	1
1175	49090	1	1
1176	49102	1	1
1177	49114	1	1
1178	49126	8	2
1179	49187	1	1
1180	49199	5	4
1181	49237	1	1
1182	49249	1	1
1183	49261	15	9
1184	49363	1	1
1185	49375	1	1
1186	49387	1	1
1187	49399	4	3
1188	49432	10	4
1189	49501	3	2
1190	49525	1	1
1191	49537	5	5
1192	49575	1	1
1193	49587	9	8
1194	49654	13	9
1195	49744	1	1
1196	49756	2	2
1197	49775	2	2
1198	49792	4	4
1199	49824	1	1
1200	49836	1	1
1201	49848	1	1
1202	49860	1	1
1203	49872	1	1
1204	49884	2	2
1205	49903	1	1
1206	49915	1	1
1207	49927	1	1
1208	49939	1	1
1209	49951	1	1
1210	49963	16	7
1211	50068	1	1
1212	50080	1	1
1213	50092	1	1
1214	50104	1	1
1215	50116	2	2
1216	50134	1	1
1217	50146	5	4
1218	50184	6	2
1219	50229	5	5
1220	50268	2	2
1221	50286	2	2
1222	50305	4	4
1223	50338	1	1
1224	50350	2	2
1225	50368	1	1
1226	50380	3	2
1227	50405	1	1
1228	50417	3	2
1229	50443	3	3
1230	50469	1	1
1231	50481	5	3
1232	50518	1	1
1233	50530	5	5
1234	50569	1	1
1235	50581	2	2
1236	50600	4	4
1237	50633	1	1
1238	50645	1	1
1239	50657	4	4
1240	50690	1	1
1241	50702	4	2
1242	50732	2	2
1243	50751	1	1
1244	50763	2	2
1245	50782	1	1
1246	50794	2	2
1247	50813	4	4
1248	50844	2	2
1249	50863	3	2
1250	50888	4	3
1251	50919	10	7
1252	50990	6	5
1253	51032	3	3
1254	51058	1	1
1255	51070	1	1
1256	51082	1	1
1257	51094	1	1
1258	51106	5	5
1259	51143	2	2
1260	51162	22	14
1261	51304	1	1
1262	51316	1	1
1263	51328	5	5
1264	51364	14	11
1265	51457	19	10
1266	51590	1	1
1267	51602	3	3
1268	51627	11	8
1269	51703	3	3
1270	51729	2	2
1271	51747	1	1
1272	51759	5	4
1273	51799	1	1
1274	51811	11	7
1275	51889	19	15
1276	52020	1	1
1277	52032	7	5
1278	52081	2	2
1279	52100	8	5
1280	52154	10	8
1281	52224	1	1
1282	52236	3	3
1283	52262	1	1
1284	52274	6	6
1285	52320	4	4
1286	52352	1	1
1287	52364	1	1
1288	52376	1	1
1289	52388	8	7
1290	52444	1	1
1291	52456	6	6
1292	52500	2	1
1293	52518	1	1
1294	52530	2	2
1295	52548	1	1
1296	52560	1	1
1297	52572	2	1
1298	52590	5	5
1299	52628	1	1
1300	52640	9	4
1301	52705	3	3
1302	52731	1	1
1303	52743	5	3
1304	52780	6	4
1305	52827	1	1
1306	52839	1	1
1307	52851	9	4
1308	52919	1	1
1309	52931	1	1
1310	52943	7	6
1311	52992	14	10
1312	53084	2	2
1313	53101	9	3
1314	53163	7	2
1315	53210	6	6
1316	53255	10	7
1317	53325	5	4
1318	53362	5	4
1319	53398	5	3
1320	53433	103	55
1321	54074	9	8
1322	54139	29	16
1323	54330	3	2
1324	54353	5	4
1325	54389	2	2
1326	54407	2	2
1327	54425	3	2
1328	54449	1	1
1329	54460	25	18
1330	54624	4	3
1331	54656	47	20
1332	54966	3	3
1333	54988	7	6
1334	55040	2	2
1335	55058	2	2
1336	55076	4	4
1337	55108	6	6
1338	55153	4	3
1339	55185	4	4
1340	55217	2	2
1341	55234	5	4
1342	55271	2	2
1343	55289	2	2
1344	55307	14	7
1345	55400	4	3
1346	55431	1	1
1347	55442	1	1
1348	55453	2	2
1349	55471	1	1
1350	55482	2	2
1351	55500	5	4
1352	55536	3	3
1353	55560	2	2
1354	55578	2	2
1355	55596	3	2
1356	55620	2	2
1357	55638	2	2
1358	55657	6	5
1359	55702	4	2
1360	55732	1	1
1361	55744	9	7
1362	55808	2	2
1363	55826	2	1
1364	55844	4	3
1365	55875	27	13
1366	56059	2	2
1367	56077	2	2
1368	56096	2	2
1369	56114	34	22
1370	56331	1	1
1371	56343	4	4
1372	56375	3	3
1373	56399	3	3
1374	56423	1	1
1375	56435	1	1
1376	56447	10	8
1377	56518	1	1
1378	56530	1	1
1379	56542	1	1
1380	56554	5	5
1381	56590	19	16
1382	56718	1	1
1383	56730	4	4
1384	56761	1	1
1385	56773	9	7
1386	56835	1	1
1387	56847	1	1
1388	56859	13	6
1389	56949	1	1
1390	56961	2	1
1391	56979	3	2
1392	57004	3	3
1393	57028	6	3
1394	57072	2	2
1395	57091	1	1
1396	57103	5	4
1397	57139	9	4
1398	57201	5	5
1399	57239	2	2
1400	57258	6	6
1401	57303	4	2
1402	57330	8	3
1403	57383	18	4
1404	57504	4	3
1405	57535	3	3
1406	57558	4	2
1407	57588	5	3
1408	57624	6	4
1409	57666	1	1
1410	57677	4	3
1411	57707	11	5
1412	57783	2	2
1413	57801	2	2
1414	57819	2	2
1415	57837	2	2
1416	57855	7	6
1417	57906	2	2
1418	57924	12	2
1419	58006	9	2
1420	58067	5	4
1421	58103	1	1
1422	58114	5	3
1423	58151	16	14
1424	58259	3	3
1425	58282	4	3
1426	58312	4	3
1427	58342	5	2
1428	58378	6	4
1429	58419	2	2
1430	58436	4	2
1431	58464	6	4
1432	58508	3	3
1433	58532	4	3
1434	58561	3	2
1435	58584	1	1
1436	58595	3	3
1437	58619	4	3
1438	58650	17	13
1439	58761	1	1
1440	58772	3	2
1441	58795	20	11
1442	58931	1	1
1443	58942	5	4
1444	58978	7	7
1445	59028	1	1
1446	59039	1	1
1447	59050	2	1
1448	59067	2	1
1449	59084	7	4
1450	59132	10	8
1451	59203	3	3
1452	59229	5	3
1453	59267	4	2
1454	59298	2	2
1455	59317	2	2
1456	59336	2	2
1457	59355	2	1
1458	59373	1	1
1459	59385	2	2
1460	59404	5	4
1461	59443	6	4
1462	59488	2	2
1463	59507	6	6
1464	59553	18	12
1465	59679	9	8
1466	59742	16	12
1467	59852	14	11
1468	59950	4	4
1469	59983	8	6
1470	60041	9	8
1471	60104	2	2
1472	60122	1	1
1473	60134	3	2
1474	60159	2	2
1475	60178	1	1
1476	60190	6	3
1477	60235	4	3
1478	60268	1	1
1479	60280	3	3
1480	60306	1	1
1481	60318	1	1
1482	60330	1	1
1483	60342	1	1
1484	60354	3	2
1485	60380	3	3
1486	60406	7	7
1487	60455	1	1
1488	60467	3	3
1489	60491	14	11
1490	60588	8	7
1491	60647	5	5
1492	60684	7	7
1493	60736	1	1
1494	60748	1	1
1495	60760	7	6
1496	60814	5	3
1497	60853	4	4
1498	60886	1	1
1499	60898	3	3
1500	60923	36	13
